unique_id	target_id	regulator_id	drug_id	disease_id
unique01791	TAR10028	.	ferrodrug0292	DIS00040
unique00810	TAR10028	.	ferrodrug0169	DIS00040
unique01788	TAR10028	.	ferrodrug0168	DIS00040
unique01695	TAR10028	REG20019	.	DIS00040
unique00620	TAR10028	.	ferrodrug0215	DIS00040
unique01049	TAR10028	REG10040	.	DIS00040
unique01050	TAR10028	REG10339	.	DIS00040
unique00619	TAR10029	.	ferrodrug0215	DIS00040
unique01790	TAR10041	.	ferrodrug0292	DIS00040
unique00809	TAR10041	.	ferrodrug0169	DIS00040
unique00618	TAR10041	.	ferrodrug0215	DIS00040
unique01787	TAR10041	.	ferrodrug0168	DIS00040
unique01816	TAR10045	.	ferrodrug0430	DIS00040
unique01456	TAR10055	REG30021	.	DIS00040
unique01717	TAR10055	REG40018	.	DIS00040
unique01321	TAR10055	REG10324	.	DIS00040
unique01457	TAR10055	REG20133	.	DIS00040
unique01718	TAR10055	REG20068	.	DIS00040
unique01112	TAR10055	REG10084	.	DIS00040
unique01119	TAR10055	REG10241	.	DIS00040
unique01120	TAR10055	REG10351	.	DIS00040
unique01121	TAR10055	REG10334	.	DIS00040
unique01122	TAR10055	REG10239	.	DIS00040
unique01123	TAR10055	REG10238	.	DIS00040
unique01124	TAR10055	REG10274	.	DIS00040
unique01113	TAR10055	REG10368	.	DIS00040
unique01114	TAR10055	REG10379	.	DIS00040
unique01115	TAR10055	REG10371	.	DIS00040
unique01116	TAR10055	REG10237	.	DIS00040
unique01117	TAR10055	REG10270	.	DIS00040
unique01118	TAR10055	REG10265	.	DIS00040
unique00621	TAR10055	.	ferrodrug0215	DIS00040
unique00176	TAR10063	.	ferrodrug0351	DIS00040
unique00611	TAR99999	REG10154	ferrodrug0145	DIS00040
unique00612	TAR99999	REG10477	ferrodrug0145	DIS00040
unique01792	TAR99999	REG10520	ferrodrug0292	DIS00040
unique01789	TAR99999	REG10520	ferrodrug0168	DIS00040
unique01097	TAR10028	REG10319	.	DIS00041
unique01098	TAR10028	REG10226	.	DIS00041
unique00302	TAR10029	.	ferrodrug0175	DIS00041
unique01635	TAR10060	REG40045	.	DIS00041
unique01636	TAR10060	REG10516	.	DIS00041
unique00538	TAR99999	REG10155	ferrodrug0166	DIS00041
unique00539	TAR99999	REG10207	ferrodrug0166	DIS00041
unique01463	TAR10006	REG40029	.	DIS00042
unique00242	TAR10006	.	ferrodrug0102	DIS00042
unique01464	TAR10006	REG20148	.	DIS00042
unique01215	TAR10007	REG20014	.	DIS00042
unique01580	TAR10028	REG20136	.	DIS00042
unique00791	TAR10028	.	ferrodrug0226	DIS00042
unique01579	TAR10028	REG40004	.	DIS00042
unique00790	TAR10035	.	ferrodrug0226	DIS00042
unique01078	TAR10055	REG40019	.	DIS00042
unique01079	TAR10055	REG20035	.	DIS00042
unique01080	TAR10055	REG20124	.	DIS00042
unique01081	TAR10055	REG20129	.	DIS00042
unique01330	TAR10055	REG10225	.	DIS00043
unique01759	TAR10006	REG10077	.	DIS00044
unique01409	TAR10028	REG50001	.	DIS00044
unique00237	TAR10028	.	ferrodrug0159	DIS00044
unique00238	TAR10029	.	ferrodrug0388	DIS00044
unique00993	TAR10041	REG10307	.	DIS00044
unique01180	TAR10055	REG30027	.	DIS00044
unique01488	TAR10055	REG10292	.	DIS00044
unique01489	TAR10055	REG10509	.	DIS00044
unique01487	TAR10055	REG20108	.	DIS00044
unique01486	TAR10055	REG30034	.	DIS00044
unique01181	TAR10055	REG20116	.	DIS00044
unique00200	TAR99999	REG10520	ferrodrug0131	DIS00044
unique00385	TAR10006	.	ferrodrug0140	DIS00045
unique00860	TAR10028	REG10080	.	DIS00045
unique00861	TAR10028	REG10080	.	DIS00045
unique00384	TAR10028	.	ferrodrug0140	DIS00045
unique01249	TAR10028	REG10376	.	DIS00045
unique01167	TAR10028	REG10193	.	DIS00045
unique00187	TAR10028	.	ferrodrug0052	DIS00045
unique01111	TAR10028	REG10327	.	DIS00045
unique00920	TAR10038	REG10229	.	DIS00045
unique00921	TAR10038	REG10466	.	DIS00045
unique01798	TAR10041	REG10365	.	DIS00045
unique01533	TAR10053	REG20060	.	DIS00045
unique01605	TAR10055	REG10431	.	DIS00045
unique01414	TAR10055	REG30009	.	DIS00045
unique01415	TAR10055	REG20118	.	DIS00045
unique00188	TAR10060	.	ferrodrug0052	DIS00045
unique00264	TAR99999	REG10391	ferrodrug0072	DIS00045
unique00990	TAR99999	REG10272	ferrodrug0285	DIS00045
unique00398	TAR99999	REG10155	ferrodrug0123	DIS00045
unique00491	TAR99999	REG10155	ferrodrug0073	DIS00045
unique00399	TAR99999	REG10501	ferrodrug0123	DIS00045
unique01041	TAR99999	REG10520	ferrodrug0116	DIS00045
unique00485	TAR10022	.	ferrodrug0176	DIS00046
unique01719	TAR10028	REG10012	.	DIS00046
unique00165	TAR10028	.	ferrodrug0413	DIS00046
unique00423	TAR10028	.	ferrodrug0350	DIS00046
unique01594	TAR10030	REG40033	.	DIS00046
unique00431	TAR10041	.	ferrodrug0266	DIS00046
unique01192	TAR10028	REG40001	.	DIS00047
unique00263	TAR10028	.	ferrodrug0003	DIS00047
unique01193	TAR10028	REG20143	.	DIS00047
unique00730	TAR10028	.	ferrodrug0011	DIS00047
unique00729	TAR10029	.	ferrodrug0011	DIS00047
unique01755	TAR10035	REG10275	.	DIS00047
unique01204	TAR10055	REG40023	.	DIS00047
unique01205	TAR10055	REG20089	.	DIS00047
unique01558	TAR10055	REG30010	.	DIS00047
unique01560	TAR10055	REG10446	.	DIS00047
unique01559	TAR10055	REG20128	.	DIS00047
unique01201	TAR10055	REG10157	.	DIS00047
unique00388	TAR99999	REG10449	ferrodrug0197	DIS00048
dupunique00388	TAR99999	REG10520	ferrodrug0197	DIS00048
unique01175	TAR10060	REG10070	.	DIS00049
unique00998	TAR10022	REG10255	.	DIS00050
unique00143	TAR10022	REG10255	.	DIS00050
unique01333	TAR10028	REG10196	.	DIS00050
unique00999	TAR10053	REG10255	.	DIS00050
unique01322	TAR10055	REG10007	.	DIS00050
unique01341	TAR10055	REG10075	.	DIS00050
unique01342	TAR10055	REG10150	.	DIS00050
unique00142	TAR10060	REG10255	.	DIS00050
unique00175	TAR99999	REG10093	ferrodrug0040	DIS00050
unique00174	TAR99999	REG10299	ferrodrug0258	DIS00050
unique00173	TAR99999	REG10299	ferrodrug0320	DIS00050
unique00018	TAR99999	REG10478	ferrodrug0189	DIS00050
unique01144	TAR10055	REG20128	.	DIS00051
unique01145	TAR10055	REG10456	.	DIS00051
unique01143	TAR10055	REG30008	.	DIS00051
unique01660	TAR10028	REG30055	.	DIS00053
unique01661	TAR10028	REG20117	.	DIS00053
unique01662	TAR10028	REG10448	.	DIS00053
unique01655	TAR10007	REG10193	.	DIS00054
unique00146	TAR99999	REG10417	ferrodrug0202	DIS00055
unique00147	TAR99999	REG10436	ferrodrug0202	DIS00055
unique00145	TAR99999	REG10441	ferrodrug0202	DIS00055
unique01229	TAR10028	REG10060	.	DIS00056
unique01227	TAR10028	REG10061	.	DIS00056
unique01219	TAR10028	REG10073	.	DIS00056
unique01223	TAR10028	REG10065	.	DIS00056
unique01220	TAR10028	REG10072	.	DIS00056
unique01225	TAR10028	REG10063	.	DIS00056
unique01217	TAR10028	REG10135	.	DIS00056
unique01226	TAR10028	REG10062	.	DIS00056
unique01228	TAR10028	REG10060	.	DIS00056
unique01222	TAR10028	REG10066	.	DIS00056
unique01218	TAR10028	REG10074	.	DIS00056
unique01221	TAR10028	REG10067	.	DIS00056
unique01224	TAR10028	REG10064	.	DIS00056
unique01672	TAR10028	.	ferrodrug0093	DIS00058
unique00692	TAR10028	.	ferrodrug0171	DIS00058
unique00723	TAR10028	.	ferrodrug0206	DIS00058
unique00140	TAR10035	.	ferrodrug0311	DIS00058
unique00141	TAR10041	.	ferrodrug0087	DIS00058
unique00139	TAR10052	.	ferrodrug0311	DIS00058
unique00138	TAR10055	.	ferrodrug0311	DIS00058
unique00444	TAR99999	REG10145	ferrodrug0005	DIS00058
unique00443	TAR99999	REG10145	ferrodrug0008	DIS00058
unique01724	TAR10028	REG10306	.	DIS00060
unique00738	TAR10028	.	ferrodrug0049	DIS00060
unique01671	TAR10028	REG20008	.	DIS00060
unique01253	TAR10055	REG40021	.	DIS00060
unique01254	TAR10055	REG20129	.	DIS00060
unique00454	TAR10055	.	ferrodrug0056	DIS00060
unique00453	TAR10066	.	ferrodrug0056	DIS00060
unique00737	TAR99999	REG10359	ferrodrug0049	DIS00060
unique00393	TAR10029	.	ferrodrug0006	DIS00061
unique00638	TAR10028	.	ferrodrug0045	DIS00062
unique00932	TAR10028	REG10095	.	DIS00063
unique01251	TAR10029	REG10357	.	DIS00064
unique00365	TAR10006	.	ferrodrug0155	DIS00067
unique00364	TAR10055	.	ferrodrug0155	DIS00067
unique00627	TAR10028	.	ferrodrug0234	DIS00068
unique00150	TAR10006	.	ferrodrug0227	DIS00069
unique00673	TAR10006	.	ferrodrug0439	DIS00069
unique00353	TAR10007	.	ferrodrug0066	DIS00069
unique01568	TAR10014	REG30025	.	DIS00069
unique01569	TAR10014	REG20029	.	DIS00069
unique01101	TAR10022	REG20105	.	DIS00069
unique00151	TAR10028	.	ferrodrug0227	DIS00069
unique01190	TAR10028	REG10377	.	DIS00069
unique00088	TAR10029	.	ferrodrug0234	DIS00069
unique00352	TAR10035	.	ferrodrug0066	DIS00069
unique00087	TAR10041	.	ferrodrug0234	DIS00069
unique00351	TAR10042	.	ferrodrug0066	DIS00069
unique00964	TAR10042	REG10311	.	DIS00069
unique00622	TAR10044	.	ferrodrug0110	DIS00069
unique00623	TAR10053	.	ferrodrug0110	DIS00069
unique00354	TAR10055	.	ferrodrug0066	DIS00069
unique00672	TAR10066	.	ferrodrug0439	DIS00069
unique00124	TAR99999	REG10477	ferrodrug0090	DIS00069
dupunique00124	TAR99999	REG10520	ferrodrug0090	DIS00069
unique00103	TAR99999	REG10520	ferrodrug0203	DIS00069
unique00512	TAR10028	.	ferrodrug0289	DIS00070
unique00343	TAR10028	.	ferrodrug0278	DIS00070
unique00771	TAR10028	.	ferrodrug0206	DIS00070
unique00345	TAR10028	.	ferrodrug0400	DIS00070
unique00551	TAR10029	.	ferrodrug0206	DIS00070
unique00511	TAR10041	.	ferrodrug0289	DIS00070
unique00344	TAR10041	.	ferrodrug0278	DIS00070
unique00770	TAR10041	.	ferrodrug0206	DIS00070
unique00550	TAR10041	.	ferrodrug0206	DIS00070
unique00011	TAR10053	.	ferrodrug0109	DIS00070
unique00010	TAR10060	.	ferrodrug0109	DIS00070
unique01769	TAR10055	REG20085	.	DIS00071
unique01768	TAR10055	REG10224	.	DIS00071
unique00382	TAR10044	.	ferrodrug0438	DIS00072
unique00381	TAR10053	.	ferrodrug0438	DIS00072
unique00038	TAR10007	.	ferrodrug0125	DIS00073
unique00037	TAR10009	.	ferrodrug0125	DIS00073
unique00432	TAR10009	.	ferrodrug0031	DIS00073
unique01068	TAR10028	.	ferrodrug0084	DIS00073
unique00594	TAR99999	REG10160	ferrodrug0232	DIS00073
unique00112	TAR99999	REG10299	ferrodrug0034	DIS00073
unique01202	TAR10006	REG30001	.	DIS00074
unique01203	TAR10006	REG20120	.	DIS00074
unique00456	TAR10028	.	ferrodrug0198	DIS00074
unique00271	TAR10028	.	ferrodrug0176	DIS00074
unique00363	TAR10028	.	ferrodrug0223	DIS00074
unique00407	TAR10028	.	ferrodrug0363	DIS00074
unique00746	TAR10028	.	ferrodrug0015	DIS00074
unique01596	TAR10028	REG20025	.	DIS00074
unique01595	TAR10028	REG40035	.	DIS00074
unique01597	TAR10028	REG10167	.	DIS00074
unique00468	TAR10041	.	ferrodrug0011	DIS00074
unique01072	TAR10041	REG20103	.	DIS00074
unique01035	TAR10053	REG20095	.	DIS00074
unique00270	TAR10055	.	ferrodrug0176	DIS00074
unique01747	TAR99999	REG10186	ferrodrug0015	DIS00074
unique00589	TAR10029	.	ferrodrug0269	DIS00075
unique00587	TAR10005	.	ferrodrug0125	DIS00076
unique00586	TAR10006	.	ferrodrug0125	DIS00076
unique00783	TAR10006	.	ferrodrug0124	DIS00076
unique01659	TAR10009	REG20056	.	DIS00076
unique00085	TAR10028	.	ferrodrug0397	DIS00076
unique00585	TAR10028	.	ferrodrug0125	DIS00076
unique00044	TAR10028	.	ferrodrug0023	DIS00076
unique00662	TAR10028	.	ferrodrug0130	DIS00076
unique00780	TAR10028	.	ferrodrug0124	DIS00076
unique00531	TAR10029	.	ferrodrug0118	DIS00076
unique01658	TAR10038	REG20056	.	DIS00076
unique00583	TAR10041	.	ferrodrug0095	DIS00076
unique00767	TAR10041	.	ferrodrug0269	DIS00076
unique00766	TAR10041	.	ferrodrug0393	DIS00076
unique00661	TAR10041	.	ferrodrug0130	DIS00076
unique00530	TAR10041	.	ferrodrug0118	DIS00076
unique00782	TAR10042	.	ferrodrug0124	DIS00076
unique00084	TAR10044	.	ferrodrug0397	DIS00076
unique00584	TAR10053	.	ferrodrug0095	DIS00076
unique00194	TAR10055	.	ferrodrug0128	DIS00076
unique01561	TAR10055	REG50006	.	DIS00076
unique00779	TAR10055	.	ferrodrug0124	DIS00076
unique00781	TAR10060	.	ferrodrug0124	DIS00076
unique00818	TAR10064	.	ferrodrug0093	DIS00076
unique01411	TAR10006	REG40028	.	DIS00077
unique00246	TAR10006	.	ferrodrug0440	DIS00077
unique01412	TAR10006	REG20080	.	DIS00077
unique01633	TAR10028	REG10221	.	DIS00077
unique00323	TAR10028	.	ferrodrug0075	DIS00077
unique00778	TAR10029	.	ferrodrug0269	DIS00077
unique01634	TAR10041	REG20005	.	DIS00077
unique00777	TAR10041	.	ferrodrug0269	DIS00077
unique00322	TAR10041	.	ferrodrug0075	DIS00077
unique01038	TAR10042	REG20023	.	DIS00077
unique00321	TAR10055	.	ferrodrug0075	DIS00077
unique01016	TAR10060	REG30030	.	DIS00077
unique01014	TAR10060	REG30030	.	DIS00077
unique01015	TAR10060	REG50007	.	DIS00077
unique01013	TAR10060	REG50007	.	DIS00077
unique00244	TAR10029	.	ferrodrug0418	DIS00079
unique00651	TAR99999	REG10005	ferrodrug0095	DIS00081
unique01485	TAR10053	REG10264	.	DIS00082
unique00312	TAR10006	.	ferrodrug0420	DIS00083
unique00593	TAR10006	.	ferrodrug0188	DIS00083
unique00313	TAR10022	.	ferrodrug0420	DIS00083
unique00333	TAR10028	.	ferrodrug0280	DIS00083
unique00057	TAR10029	.	ferrodrug0234	DIS00083
unique00337	TAR10041	.	ferrodrug0419	DIS00083
unique00056	TAR10041	.	ferrodrug0234	DIS00083
unique00311	TAR10042	.	ferrodrug0420	DIS00083
unique00073	TAR99999	REG10202	ferrodrug0071	DIS00084
unique01615	TAR10006	REG20014	.	DIS00087
unique01614	TAR10006	REG30002	.	DIS00087
unique01247	TAR10028	REG10253	.	DIS00087
unique01343	TAR10028	REG40036	.	DIS00087
unique01344	TAR10028	REG20113	.	DIS00087
unique01345	TAR10028	REG10410	.	DIS00087
unique01458	TAR10046	REG20039	.	DIS00087
unique01346	TAR10060	REG40036	.	DIS00087
unique01347	TAR10060	REG20113	.	DIS00087
unique01348	TAR10060	REG10410	.	DIS00087
unique00279	TAR10029	.	ferrodrug0114	DIS00088
unique00806	TAR10041	.	ferrodrug0116	DIS00090
unique00805	TAR10066	.	ferrodrug0116	DIS00090
unique00086	TAR10031	.	ferrodrug0121	DIS00091
unique00821	TAR10028	REG10468	.	DIS00092
unique01504	TAR10009	REG30046	.	DIS00093
unique01505	TAR10009	REG20091	.	DIS00093
unique00942	TAR10022	REG10019	.	DIS00093
unique00943	TAR10023	REG10019	.	DIS00093
unique01185	TAR10026	REG20030	.	DIS00093
unique01213	TAR10028	REG20097	.	DIS00093
unique01214	TAR10028	REG10110	.	DIS00093
unique00394	TAR10028	.	ferrodrug0375	DIS00093
unique01502	TAR10042	REG30046	.	DIS00093
unique01503	TAR10042	REG20091	.	DIS00093
unique00992	TAR10044	REG20004	.	DIS00093
unique00944	TAR10053	REG10019	.	DIS00093
unique01274	TAR10022	REG30002	.	DIS00094
unique01709	TAR10022	.	ferrodrug0093	DIS00094
unique01275	TAR10022	REG20029	.	DIS00094
unique01276	TAR10022	REG10479	.	DIS00094
unique01271	TAR10028	REG30002	.	DIS00094
unique01708	TAR10028	.	ferrodrug0093	DIS00094
unique00643	TAR10028	.	ferrodrug0170	DIS00094
unique00563	TAR10028	.	ferrodrug0011	DIS00094
unique00114	TAR10028	.	ferrodrug0051	DIS00094
unique00808	TAR10028	.	ferrodrug0262	DIS00094
unique00680	TAR10028	.	ferrodrug0008	DIS00094
unique01272	TAR10028	REG20029	.	DIS00094
unique01273	TAR10028	REG10479	.	DIS00094
unique01236	TAR10028	REG10360	.	DIS00094
unique00557	TAR10028	.	ferrodrug0020	DIS00094
unique00562	TAR10029	.	ferrodrug0011	DIS00094
unique01206	TAR10038	REG10189	.	DIS00094
unique01710	TAR10040	.	ferrodrug0093	DIS00094
unique01707	TAR10041	.	ferrodrug0093	DIS00094
unique00561	TAR10041	.	ferrodrug0011	DIS00094
unique00256	TAR10041	.	ferrodrug0269	DIS00094
unique01589	TAR10042	.	ferrodrug0093	DIS00094
unique00660	TAR10053	.	ferrodrug0045	DIS00094
unique00644	TAR10055	.	ferrodrug0170	DIS00094
unique00807	TAR10055	.	ferrodrug0262	DIS00094
unique00645	TAR10060	.	ferrodrug0170	DIS00094
unique01291	TAR10060	REG30070	.	DIS00094
unique01290	TAR10060	REG20014	.	DIS00094
unique00659	TAR99999	REG10021	ferrodrug0045	DIS00094
unique00346	TAR99999	REG10081	ferrodrug0142	DIS00094
unique00430	TAR99999	REG10173	ferrodrug0110	DIS00094
unique00497	TAR99999	REG10207	ferrodrug0206	DIS00094
unique01022	TAR99999	REG10257	ferrodrug0051	DIS00094
unique01289	TAR99999	REG10348	ferrodrug0051	DIS00094
unique00649	TAR99999	REG10359	ferrodrug0360	DIS00094
unique00751	TAR99999	REG10385	ferrodrug0269	DIS00094
unique00650	TAR99999	REG10505	ferrodrug0360	DIS00094
unique01711	TAR99999	REG10520	ferrodrug0093	DIS00094
unique01361	TAR10060	REG30065	.	DIS00095
unique01362	TAR10060	REG20070	.	DIS00095
unique01360	TAR10060	REG10393	.	DIS00095
unique01359	TAR10060	REG10055	.	DIS00095
unique01166	TAR10022	REG20112	.	DIS00097
unique01165	TAR10022	REG40018	.	DIS00097
unique00907	TAR10038	REG10005	.	DIS00097
unique01244	TAR10038	.	ferrodrug0045	DIS00097
unique00013	TAR10038	.	ferrodrug0112	DIS00097
unique01243	TAR10042	.	ferrodrug0045	DIS00097
unique01242	TAR10055	.	ferrodrug0045	DIS00097
unique00748	TAR10028	.	ferrodrug0177	DIS00098
unique00750	TAR10038	.	ferrodrug0177	DIS00098
unique00749	TAR10066	.	ferrodrug0177	DIS00098
unique00747	TAR99999	REG10108	ferrodrug0177	DIS00098
unique01436	TAR10028	REG50009	.	DIS00100
unique01437	TAR10038	REG50009	.	DIS00100
unique01158	TAR10041	REG10261	.	DIS00100
unique00075	TAR10042	.	ferrodrug0005	DIS00101
unique00074	TAR10042	.	ferrodrug0152	DIS00101
unique00449	TAR10022	.	ferrodrug0180	DIS00102
unique00428	TAR10028	.	ferrodrug0269	DIS00102
unique01652	TAR10028	REG20021	.	DIS00102
unique01651	TAR10028	REG40034	.	DIS00102
unique01653	TAR10028	REG10414	.	DIS00102
unique00448	TAR10053	.	ferrodrug0180	DIS00102
unique00427	TAR10055	.	ferrodrug0269	DIS00102
unique00446	TAR10055	.	ferrodrug0180	DIS00102
unique00447	TAR10060	.	ferrodrug0180	DIS00102
unique00469	TAR10041	.	ferrodrug0060	DIS00103
unique00316	TAR10006	.	ferrodrug0160	DIS00106
unique00315	TAR10044	.	ferrodrug0160	DIS00106
unique00986	TAR10049	REG30002	.	DIS00106
unique00987	TAR10049	REG20029	.	DIS00106
unique00318	TAR10053	.	ferrodrug0160	DIS00106
unique00314	TAR10060	.	ferrodrug0160	DIS00106
unique00317	TAR10066	.	ferrodrug0160	DIS00106
unique00222	TAR10035	.	ferrodrug0240	DIS00107
unique01527	TAR10060	REG30029	.	DIS00107
unique01528	TAR10060	REG20086	.	DIS00107
unique00048	TAR10041	.	ferrodrug0025	DIS00108
unique01280	TAR10055	REG10224	.	DIS00108
unique00047	TAR99999	REG10081	ferrodrug0025	DIS00108
unique00785	TAR10006	.	ferrodrug0110	DIS00109
unique01171	TAR10028	REG10097	.	DIS00109
unique00784	TAR10028	.	ferrodrug0110	DIS00109
unique01140	TAR10028	REG10206	.	DIS00109
unique01199	TAR10028	REG10184	.	DIS00109
unique01200	TAR10028	REG10016	.	DIS00109
unique00180	TAR10041	.	ferrodrug0228	DIS00109
unique00786	TAR10042	.	ferrodrug0110	DIS00109
unique00391	TAR10015	REG10422	.	DIS00110
unique00389	TAR10022	REG10420	.	DIS00110
unique00163	TAR10028	.	ferrodrug0042	DIS00110
unique00177	TAR10031	.	ferrodrug0053	DIS00110
unique00390	TAR10035	REG10420	.	DIS00110
unique01017	TAR10047	REG10350	.	DIS00110
unique01018	TAR10047	REG10350	.	DIS00110
dupunique01017	TAR10047	REG10520	.	DIS00110
unique01151	TAR10055	REG10205	.	DIS00110
unique00164	TAR10055	.	ferrodrug0042	DIS00110
unique01383	TAR10060	REG50008	.	DIS00110
unique00876	TAR99999	REG10340	ferrodrug0116	DIS00110
unique00462	TAR10022	.	ferrodrug0225	DIS00112
unique00463	TAR10028	.	ferrodrug0225	DIS00112
unique00464	TAR10042	.	ferrodrug0225	DIS00112
unique01731	TAR10020	REG10498	.	DIS00113
unique01426	TAR10006	REG30051	.	DIS00114
unique00700	TAR10006	.	ferrodrug0125	DIS00114
unique00283	TAR10006	.	ferrodrug0176	DIS00114
unique00817	TAR10006	.	ferrodrug0011	DIS00114
unique00450	TAR10006	.	ferrodrug0273	DIS00114
unique00490	TAR10006	.	ferrodrug0141	DIS00114
unique00697	TAR10006	.	ferrodrug0078	DIS00114
unique00803	TAR10006	.	ferrodrug0164	DIS00114
unique01367	TAR10006	REG30036	.	DIS00114
unique01368	TAR10006	REG10433	.	DIS00114
unique01369	TAR10006	REG10131	.	DIS00114
unique01575	TAR10006	REG30033	.	DIS00114
unique01576	TAR10006	REG10452	.	DIS00114
unique01427	TAR10006	REG20079	.	DIS00114
unique01546	TAR10022	REG20104	.	DIS00114
unique01246	TAR10028	REG20050	.	DIS00114
unique01510	TAR10028	REG20106	.	DIS00114
unique00699	TAR10028	.	ferrodrug0125	DIS00114
unique00816	TAR10028	.	ferrodrug0011	DIS00114
unique00452	TAR10028	.	ferrodrug0273	DIS00114
unique00409	TAR10028	.	ferrodrug0428	DIS00114
unique00465	TAR10028	.	ferrodrug0321	DIS00114
unique00696	TAR10028	.	ferrodrug0078	DIS00114
unique01364	TAR10028	REG30036	.	DIS00114
unique01365	TAR10028	REG10433	.	DIS00114
unique01366	TAR10028	REG10131	.	DIS00114
unique01700	TAR10028	REG10212	.	DIS00114
unique00466	TAR10028	.	ferrodrug0372	DIS00114
unique00936	TAR10029	REG10308	.	DIS00114
unique00504	TAR10029	.	ferrodrug0265	DIS00114
unique00520	TAR10029	.	ferrodrug0034	DIS00114
unique00688	TAR10029	.	ferrodrug0046	DIS00114
unique01545	TAR10031	REG20104	.	DIS00114
unique00804	TAR10035	.	ferrodrug0164	DIS00114
unique00380	TAR10035	.	ferrodrug0437	DIS00114
unique00251	TAR10035	.	ferrodrug0358	DIS00114
unique01557	TAR10038	REG10033	.	DIS00114
unique01556	TAR10038	REG10005	.	DIS00114
unique00300	TAR10041	.	ferrodrug0150	DIS00114
unique00451	TAR10041	.	ferrodrug0273	DIS00114
unique00408	TAR10041	.	ferrodrug0428	DIS00114
unique00413	TAR10041	.	ferrodrug0111	DIS00114
unique00755	TAR10041	.	ferrodrug0206	DIS00114
unique00687	TAR10041	.	ferrodrug0046	DIS00114
unique00503	TAR10041	.	ferrodrug0265	DIS00114
unique01699	TAR10041	REG10212	.	DIS00114
unique00701	TAR10042	.	ferrodrug0125	DIS00114
unique00410	TAR10042	.	ferrodrug0428	DIS00114
unique00698	TAR10042	.	ferrodrug0078	DIS00114
unique01499	TAR10044	REG10440	.	DIS00114
unique01498	TAR10044	REG20021	.	DIS00114
unique01665	TAR10055	REG30053	.	DIS00114
unique00754	TAR10055	.	ferrodrug0206	DIS00114
unique00689	TAR10055	.	ferrodrug0046	DIS00114
unique01666	TAR10055	REG20118	.	DIS00114
unique01688	TAR10055	REG20005	.	DIS00114
unique01547	TAR10060	REG20104	.	DIS00114
unique01044	TAR10060	REG10293	.	DIS00114
dupunique01044	TAR10060	REG10520	.	DIS00114
unique00252	TAR10060	.	ferrodrug0358	DIS00114
unique01434	TAR99999	REG10226	ferrodrug0044	DIS00114
unique00519	TAR99999	REG10482	ferrodrug0034	DIS00114
unique00376	TAR10028	.	ferrodrug0329	DIS00115
unique00329	TAR10028	.	ferrodrug0246	DIS00115
unique00377	TAR10028	.	ferrodrug0080	DIS00115
unique00536	TAR10029	.	ferrodrug0147	DIS00115
unique00535	TAR10041	.	ferrodrug0147	DIS00115
unique01096	TAR10028	REG10085	.	DIS00117
unique00167	TAR10028	.	ferrodrug0333	DIS00117
unique01095	TAR10041	REG10085	.	DIS00117
unique00440	TAR10041	.	ferrodrug0024	DIS00117
unique00375	TAR10041	.	ferrodrug0382	DIS00117
unique01669	TAR10044	REG10427	.	DIS00117
unique01670	TAR10044	REG20100	.	DIS00117
unique00708	TAR99999	REG10384	ferrodrug0070	DIS00117
unique00307	TAR99999	REG10447	ferrodrug0317	DIS00118
unique00291	TAR10028	.	ferrodrug0125	DIS00119
unique00292	TAR10060	.	ferrodrug0125	DIS00119
unique00656	TAR10028	.	ferrodrug0167	DIS00120
unique00655	TAR10041	.	ferrodrug0167	DIS00120
unique00658	TAR10053	.	ferrodrug0167	DIS00120
unique00657	TAR10060	.	ferrodrug0167	DIS00120
unique00442	TAR99999	REG10204	ferrodrug0058	DIS00120
unique01668	TAR10028	REG10288	.	DIS00121
unique01817	TAR10028	REG10117	.	DIS00121
unique01459	TAR10028	REG10251	.	DIS00121
unique01460	TAR10028	REG10090	.	DIS00121
unique00916	TAR10035	REG10076	.	DIS00121
unique00227	TAR99999	REG10069	ferrodrug0203	DIS00121
unique00228	TAR99999	REG10069	ferrodrug0296	DIS00121
unique00172	TAR10028	.	ferrodrug0143	DIS00122
unique01046	TAR10028	REG20015	.	DIS00122
unique01779	TAR10041	.	ferrodrug0061	DIS00122
unique01564	TAR10041	REG40042	.	DIS00122
unique01565	TAR10041	REG20088	.	DIS00122
unique01048	TAR10044	REG20015	.	DIS00122
unique01047	TAR10053	REG20015	.	DIS00122
unique01830	TAR10059	REG40047	.	DIS00122
unique01831	TAR10059	REG20139	.	DIS00122
unique01780	TAR99999	REG10198	ferrodrug0061	DIS00122
unique00483	TAR99999	REG10412	ferrodrug0089	DIS00124
dupunique00483	TAR99999	REG10520	ferrodrug0089	DIS00124
unique00225	TAR10041	.	ferrodrug0035	DIS00125
unique01416	TAR10028	REG30021	.	DIS00126
unique00705	TAR10028	.	ferrodrug0125	DIS00126
unique01417	TAR10028	REG20152	.	DIS00126
unique01642	TAR10006	REG10471	.	DIS00128
unique01644	TAR10006	REG10458	.	DIS00128
unique01640	TAR10006	REG10138	.	DIS00128
unique01641	TAR10060	REG10471	.	DIS00128
unique01643	TAR10060	REG10458	.	DIS00128
unique01639	TAR10060	REG10138	.	DIS00128
unique00119	TAR10028	.	ferrodrug0082	DIS00129
unique00120	TAR10041	.	ferrodrug0082	DIS00129
unique00118	TAR10053	.	ferrodrug0082	DIS00129
unique00247	TAR10041	.	ferrodrug0257	DIS00130
