unique_id	target_id	regulator_id	drug_id	disease_id
unique00299	TAR10041	REG10477	ferrodrug0195	DIS00151
dupunique01741	TAR10043	REG10520	ferrodrug0100	DIS00153
unique00789	TAR10028	.	ferrodrug0069	DIS00001
unique01781	TAR99999	REG10520	ferrodrug0069	DIS00001
unique01406	TAR10027	REG20028	.	DIS00005
unique01552	TAR10027	REG20028	.	DIS00005
unique01404	TAR10027	REG30025	.	DIS00005
unique01551	TAR10027	REG30025	.	DIS00005
unique00625	TAR10028	.	ferrodrug0014	DIS00005
unique00665	TAR10028	.	ferrodrug0265	DIS00005
unique00115	TAR10028	.	ferrodrug0184	DIS00005
unique00675	TAR10029	.	ferrodrug0018	DIS00005
unique00116	TAR10029	.	ferrodrug0184	DIS00005
unique01598	TAR10029	REG20065	.	DIS00005
unique01451	TAR10032	REG20021	.	DIS00005
unique00674	TAR10041	.	ferrodrug0018	DIS00005
unique00664	TAR10041	.	ferrodrug0265	DIS00005
unique00470	TAR10041	.	ferrodrug0345	DIS00005
unique01405	TAR10060	REG20028	.	DIS00005
unique01550	TAR10060	REG20028	.	DIS00005
unique01403	TAR10060	REG30025	.	DIS00005
unique01549	TAR10060	REG30025	.	DIS00005
unique01521	TAR99999	REG10081	ferrodrug0008	DIS00005
unique01520	TAR99999	REG20096	ferrodrug0008	DIS00005
unique00169	TAR10006	.	ferrodrug0193	DIS00006
unique01209	TAR10006	REG20064	.	DIS00006
unique01087	TAR10012	REG50003	.	DIS00006
unique00081	TAR10015	.	ferrodrug0166	DIS00006
unique01674	TAR10024	REG10399	.	DIS00006
unique01673	TAR10024	REG40044	.	DIS00006
unique01501	TAR10026	REG10380	.	DIS00006
unique01500	TAR10026	REG30013	.	DIS00006
unique00157	TAR10028	.	ferrodrug0154	DIS00006
unique00477	TAR10028	.	ferrodrug0335	DIS00006
unique00125	TAR10028	.	ferrodrug0226	DIS00006
unique01632	TAR10028	.	ferrodrug0226	DIS00006
unique00168	TAR10028	.	ferrodrug0193	DIS00006
unique01631	TAR10029	.	ferrodrug0226	DIS00006
unique00051	TAR10029	.	ferrodrug0287	DIS00006
unique00052	TAR10029	.	ferrodrug0084	DIS00006
unique01074	TAR10035	REG10182	.	DIS00006
unique00015	TAR10038	.	ferrodrug0243	DIS00006
unique00045	TAR10041	.	ferrodrug0036	DIS00006
unique01494	TAR10041	REG10160	.	DIS00006
unique01493	TAR10041	REG10452	.	DIS00006
unique01492	TAR10041	REG30016	.	DIS00006
unique00359	TAR10044	.	ferrodrug0077	DIS00006
unique01833	TAR10053	REG10460	.	DIS00006
unique01593	TAR10053	REG20013	.	DIS00006
unique01391	TAR10055	REG10493	.	DIS00006
unique01389	TAR10055	REG20150	.	DIS00006
unique01390	TAR10055	REG40041	.	DIS00006
unique00476	TAR99999	REG10112	ferrodrug0335	DIS00006
unique00613	TAR99999	REG10451	ferrodrug0002	DIS00006
unique00614	TAR99999	REG10470	ferrodrug0002	DIS00006
unique01567	TAR10028	REG10424	.	DIS00007
unique01566	TAR10028	REG20046	.	DIS00007
unique00637	TAR10029	.	ferrodrug0431	DIS00008
unique00636	TAR10041	.	ferrodrug0431	DIS00008
unique00182	TAR10028	.	ferrodrug0135	DIS00010
unique00877	TAR10022	REG10337	.	DIS00011
unique00484	TAR10028	.	ferrodrug0148	DIS00011
unique00741	TAR10028	.	ferrodrug0156	DIS00011
unique00233	TAR10028	.	ferrodrug0302	DIS00011
unique00989	TAR10028	REG10169	.	DIS00011
unique00540	TAR10029	.	ferrodrug0205	DIS00011
unique00129	TAR10041	.	ferrodrug0404	DIS00011
unique00254	TAR10055	.	ferrodrug0236	DIS00011
unique00962	TAR10055	REG10252	.	DIS00011
unique00878	TAR99999	REG10207	ferrodrug0226	DIS00011
unique00041	TAR99999	REG10207	ferrodrug0338	DIS00011
unique00763	TAR99999	REG10394	ferrodrug0226	DIS00011
unique01806	TAR10028	REG10224	.	DIS00012
unique00021	TAR10055	.	ferrodrug0353	DIS00012
unique01805	TAR10060	REG10224	.	DIS00012
unique00278	TAR99999	REG10150	ferrodrug0046	DIS00012
unique01283	TAR99999	REG10150	ferrodrug0116	DIS00012
unique01818	TAR99999	REG10264	ferrodrug0294	DIS00013
unique01775	TAR99999	REG10406	ferrodrug0256	DIS00013
unique00282	TAR99999	REG10391	ferrodrug0346	DIS00015
unique00684	TAR10041	.	ferrodrug0169	DIS00017
unique01164	TAR10041	REG10248	.	DIS00017
unique00895	TAR10042	REG10081	.	DIS00017
unique00894	TAR10060	REG10081	.	DIS00017
unique01823	TAR10006	REG10147	.	DIS00018
unique01825	TAR10006	REG20027	.	DIS00018
unique00472	TAR10022	.	ferrodrug0092	DIS00018
unique00420	TAR10022	.	ferrodrug0290	DIS00018
unique00473	TAR10023	.	ferrodrug0092	DIS00018
unique00421	TAR10023	.	ferrodrug0290	DIS00018
unique00815	TAR10028	.	ferrodrug0176	DIS00018
unique01824	TAR10028	REG10147	.	DIS00018
unique01826	TAR10028	REG20027	.	DIS00018
unique00487	TAR10028	REG20053	.	DIS00018
unique00236	TAR10029	.	ferrodrug0357	DIS00018
unique00728	TAR10029	.	ferrodrug0089	DIS00018
unique00814	TAR10041	.	ferrodrug0176	DIS00018
unique00727	TAR10042	.	ferrodrug0089	DIS00018
unique00419	TAR10044	.	ferrodrug0290	DIS00018
unique00308	TAR10055	.	ferrodrug0218	DIS00018
unique01110	TAR10055	REG10042	.	DIS00018
unique01713	TAR10055	REG20069	.	DIS00018
unique01712	TAR10055	REG30007	.	DIS00018
unique00418	TAR10060	.	ferrodrug0290	DIS00018
unique00787	TAR99999	REG10104	ferrodrug0089	DIS00018
unique00838	TAR10028	REG10147	.	DIS00019
unique00014	TAR10028	.	ferrodrug0340	DIS00019
unique00959	TAR10028	REG10165	.	DIS00019
unique01010	TAR10035	REG20151	.	DIS00019
unique00892	TAR10052	REG10068	.	DIS00019
unique00891	TAR10055	REG10068	.	DIS00019
unique01053	TAR10063	REG10144	.	DIS00019
unique01052	TAR10063	REG10267	.	DIS00019
unique01297	TAR10063	REG10273	.	DIS00019
unique00966	TAR99999	REG10269	ferrodrug0343	DIS00019
unique01043	TAR99999	REG10078	ferrodrug0425	DIS00019
unique01042	TAR99999	REG10342	ferrodrug0425	DIS00019
unique00028	TAR10036	.	ferrodrug0261	DIS00020
unique00035	TAR10036	.	ferrodrug0274	DIS00020
unique00031	TAR10038	.	ferrodrug0261	DIS00020
unique00036	TAR10038	.	ferrodrug0274	DIS00020
unique00029	TAR10067	.	ferrodrug0261	DIS00020
unique00027	TAR99999	REG10107	ferrodrug0253	DIS00020
unique00026	TAR99999	REG10107	ferrodrug0303	DIS00020
unique00034	TAR99999	REG10353	ferrodrug0261	DIS00020
unique00033	TAR99999	REG10354	ferrodrug0261	DIS00020
unique00030	TAR99999	REG10418	ferrodrug0261	DIS00020
unique00032	TAR99999	REG10425	ferrodrug0261	DIS00020
unique01778	TAR10006	.	ferrodrug0093	DIS00021
unique01776	TAR10028	.	ferrodrug0093	DIS00021
unique00946	TAR10028	REG10517	.	DIS00021
unique00945	TAR10028	REG20059	.	DIS00021
unique01777	TAR10055	.	ferrodrug0093	DIS00021
unique00259	TAR10028	.	ferrodrug0144	DIS00022
unique00273	TAR10029	.	ferrodrug0283	DIS00022
unique01834	TAR99999	REG10198	ferrodrug0096	DIS00022
unique00527	TAR10029	.	ferrodrug0233	DIS00024
unique00526	TAR10041	.	ferrodrug0233	DIS00024
unique01278	TAR10055	REG10224	.	DIS00024
unique01410	TAR10055	REG20048	.	DIS00024
unique01279	TAR10055	REG20115	.	DIS00024
unique01241	TAR10055	REG20131	.	DIS00024
unique01240	TAR10055	REG40024	.	DIS00024
unique00204	TAR10028	.	ferrodrug0115	DIS00025
unique00940	TAR10028	REG10043	.	DIS00025
unique01382	TAR10028	REG10416	.	DIS00025
unique01574	TAR10028	REG10428	.	DIS00025
unique01646	TAR10028	REG10469	.	DIS00025
unique01573	TAR10028	REG20005	.	DIS00025
unique01381	TAR10028	REG20109	.	DIS00025
unique01584	TAR10028	REG30027	.	DIS00025
unique01380	TAR10028	REG40012	.	DIS00025
unique01572	TAR10028	REG40037	.	DIS00025
unique00205	TAR10029	.	ferrodrug0115	DIS00025
unique00642	TAR10035	.	ferrodrug0172	DIS00025
unique01394	TAR10052	REG10039	.	DIS00025
unique01396	TAR10052	REG20123	.	DIS00025
unique01392	TAR10052	REG30022	.	DIS00025
unique01395	TAR10055	REG10039	.	DIS00025
unique01379	TAR10055	REG10416	.	DIS00025
unique01378	TAR10055	REG20109	.	DIS00025
unique01397	TAR10055	REG20123	.	DIS00025
unique01648	TAR10055	REG20140	.	DIS00025
unique01393	TAR10055	REG30022	.	DIS00025
unique01647	TAR10055	REG30035	.	DIS00025
unique01377	TAR10055	REG40012	.	DIS00025
unique00641	TAR99999	REG10051	ferrodrug0172	DIS00025
unique00639	TAR99999	REG10155	ferrodrug0172	DIS00025
unique00640	TAR99999	REG10338	ferrodrug0172	DIS00025
unique01616	TAR99999	REG10378	ferrodrug0302	DIS00025
unique00925	TAR10005	REG10313	.	DIS00026
unique01511	TAR10006	REG10139	.	DIS00026
unique01512	TAR10006	REG30049	.	DIS00026
unique00924	TAR10009	REG10313	.	DIS00026
unique00154	TAR10017	.	ferrodrug0136	DIS00026
unique01195	TAR10017	REG10331	.	DIS00026
unique01784	TAR10022	.	ferrodrug0387	DIS00026
unique00761	TAR10022	.	ferrodrug0432	DIS00026
unique00294	TAR10025	.	ferrodrug0133	DIS00026
unique00628	TAR10028	.	ferrodrug0249	DIS00026
unique00502	TAR10028	.	ferrodrug0057	DIS00026
unique00574	TAR10028	.	ferrodrug0373	DIS00026
unique00324	TAR10028	.	ferrodrug0416	DIS00026
unique00101	TAR10028	.	ferrodrug0441	DIS00026
unique00758	TAR10028	.	ferrodrug0432	DIS00026
unique00851	TAR10028	REG10086	.	DIS00026
unique00850	TAR10028	REG10236	.	DIS00026
unique01252	TAR10028	REG10275	.	DIS00026
unique00293	TAR10029	.	ferrodrug0133	DIS00026
unique00760	TAR10035	.	ferrodrug0432	DIS00026
unique00572	TAR10038	.	ferrodrug0373	DIS00026
unique01783	TAR10041	.	ferrodrug0387	DIS00026
unique00153	TAR10042	.	ferrodrug0136	DIS00026
unique00573	TAR10042	.	ferrodrug0373	DIS00026
unique00629	TAR10055	.	ferrodrug0249	DIS00026
unique00102	TAR10055	.	ferrodrug0441	DIS00026
unique01693	TAR10055	REG10100	.	DIS00026
unique01583	TAR10055	REG10221	.	DIS00026
unique00971	TAR10055	REG10321	.	DIS00026
unique01694	TAR10055	REG10429	.	DIS00026
unique01183	TAR10055	REG20035	.	DIS00026
unique01638	TAR10055	REG20035	.	DIS00026
unique01582	TAR10055	REG30052	.	DIS00026
unique01637	TAR10055	REG40020	.	DIS00026
unique00759	TAR10060	.	ferrodrug0432	DIS00026
unique01450	TAR10062	REG10294	.	DIS00026
unique01449	TAR10062	REG30026	.	DIS00026
unique00295	TAR10065	.	ferrodrug0133	DIS00026
unique01821	TAR99999	REG10100	ferrodrug0166	DIS00026
unique01739	TAR99999	REG10387	ferrodrug0184	DIS00026
unique00762	TAR99999	REG10391	ferrodrug0432	DIS00026
unique01822	TAR99999	REG20127	ferrodrug0166	DIS00026
unique01740	TAR99999	REG40046	ferrodrug0184	DIS00026
unique01738	TAR99999	REG50012	ferrodrug0184	DIS00026
unique00865	TAR10015	.	ferrodrug0076	DIS00027
dupunique01592	TAR10028	REG10520	.	DIS00027
unique01590	TAR10028	REG10149	.	DIS00027
unique01591	TAR10028	REG10486	.	DIS00027
unique00330	TAR10028	.	ferrodrug0205	DIS00027
unique00570	TAR10055	.	ferrodrug0421	DIS00027
unique00571	TAR10060	.	ferrodrug0421	DIS00027
unique01507	TAR10063	REG20138	.	DIS00027
unique01506	TAR10063	REG30032	.	DIS00027
unique00731	TAR99999	REG10392	ferrodrug0426	DIS00027
dupunique00731	TAR99999	REG10520	ferrodrug0426	DIS00027
unique00017	TAR99999	REG10520	ferrodrug0377	DIS00027
unique01802	TAR10006	REG10372	.	DIS00028
unique00202	TAR10012	.	ferrodrug0326	DIS00028
unique01269	TAR10028	REG50015	.	DIS00028
dupunique01269	TAR10028	REG10520	.	DIS00028
unique00772	TAR10028	.	ferrodrug0011	DIS00028
unique00020	TAR10028	.	ferrodrug0335	DIS00028
unique00773	TAR10028	.	ferrodrug0133	DIS00028
unique01698	TAR10028	REG10055	.	DIS00028
unique01548	TAR10028	REG10090	.	DIS00028
unique01813	TAR10028	REG10137	.	DIS00028
unique01005	TAR10028	REG10159	.	DIS00028
unique01091	TAR10028	REG10208	.	DIS00028
unique01803	TAR10028	REG10372	.	DIS00028
unique01315	TAR10028	REG20044	.	DIS00028
unique01602	TAR10028	REG30038	.	DIS00028
unique00711	TAR10029	.	ferrodrug0130	DIS00028
unique00203	TAR10029	.	ferrodrug0326	DIS00028
unique00348	TAR10029	.	ferrodrug0330	DIS00028
unique00166	TAR10029	.	ferrodrug0133	DIS00028
unique01524	TAR10031	REG50004	.	DIS00028
unique00712	TAR10040	.	ferrodrug0130	DIS00028
unique00710	TAR10041	.	ferrodrug0130	DIS00028
unique00528	TAR10041	.	ferrodrug0204	DIS00028
unique00347	TAR10041	.	ferrodrug0330	DIS00028
unique01141	TAR10041	REG10050	.	DIS00028
unique01603	TAR10041	REG10214	.	DIS00028
unique01142	TAR10041	REG10514	.	DIS00028
unique01601	TAR10041	REG30038	.	DIS00028
unique00713	TAR10055	.	ferrodrug0130	DIS00028
unique00109	TAR10055	.	ferrodrug0356	DIS00028
unique00201	TAR10055	.	ferrodrug0326	DIS00028
unique01370	TAR10056	REG20089	.	DIS00028
unique00774	TAR10066	.	ferrodrug0011	DIS00028
unique00775	TAR10066	.	ferrodrug0133	DIS00028
unique00422	TAR99999	REG10449	ferrodrug0366	DIS00028
dupunique00422	TAR99999	REG10520	ferrodrug0366	DIS00028
unique00457	TAR99999	REG10214	ferrodrug0270	DIS00028
unique00458	TAR99999	REG10511	ferrodrug0270	DIS00028
unique01070	TAR10006	REG10014	.	DIS00030
unique01071	TAR10006	REG10081	.	DIS00030
unique00978	TAR10006	REG10185	.	DIS00030
unique01388	TAR10006	REG10284	.	DIS00030
unique00533	TAR10007	.	ferrodrug0226	DIS00030
unique01083	TAR10011	REG10089	.	DIS00030
unique01608	TAR10028	REG10213	.	DIS00030
dupunique01608	TAR10028	REG10520	.	DIS00030
unique00757	TAR10028	.	ferrodrug0230	DIS00030
unique00160	TAR10028	.	ferrodrug0412	DIS00030
unique00161	TAR10028	.	ferrodrug0433	DIS00030
unique00835	TAR10028	REG10090	.	DIS00030
unique01103	TAR10028	REG10124	.	DIS00030
unique00948	TAR10028	REG10140	.	DIS00030
unique00988	TAR10028	REG10155	.	DIS00030
unique00424	TAR10035	.	ferrodrug0137	DIS00030
unique00831	TAR10035	REG10051	.	DIS00030
unique00830	TAR10035	REG10338	.	DIS00030
unique00425	TAR10041	.	ferrodrug0137	DIS00030
unique00756	TAR10041	.	ferrodrug0230	DIS00030
unique01082	TAR10041	REG10089	.	DIS00030
unique00947	TAR10041	REG10140	.	DIS00030
unique01102	TAR10053	REG10124	.	DIS00030
unique01387	TAR10055	REG10284	.	DIS00030
unique01714	TAR10063	REG10006	.	DIS00030
unique01056	TAR10063	REG10118	.	DIS00030
unique01057	TAR10063	REG10294	.	DIS00030
unique003861	TAR99999	REG10521	ferrodrug0368	DIS00030
unique00386	TAR99999	REG10034	ferrodrug0368	DIS00030
unique01036	TAR99999	REG10023	ferrodrug0285	DIS00030
unique00919	TAR99999	REG10090	ferrodrug0116	DIS00030
unique00099	TAR99999	REG10260	ferrodrug0055	DIS00030
unique00100	TAR99999	REG10278	ferrodrug0055	DIS00030
unique00532	TAR99999	REG10520	ferrodrug0226	DIS00030
unique00436	TAR10006	.	ferrodrug0263	DIS00031
unique00553	TAR10006	.	ferrodrug0414	DIS00031
unique00368	TAR10017	.	ferrodrug0226	DIS00031
unique00149	TAR10022	.	ferrodrug0327	DIS00031
unique00435	TAR10023	.	ferrodrug0263	DIS00031
unique01540	TAR10028	REG10203	.	DIS00031
unique00127	TAR10028	.	ferrodrug0301	DIS00031
unique00123	TAR10028	.	ferrodrug0277	DIS00031
unique00434	TAR10028	.	ferrodrug0263	DIS00031
unique00121	TAR10028	.	ferrodrug0202	DIS00031
unique00122	TAR10028	.	ferrodrug0285	DIS00031
unique00552	TAR10028	.	ferrodrug0414	DIS00031
unique00411	TAR10028	.	ferrodrug0417	DIS00031
unique01160	TAR10028	REG10031	.	DIS00031
unique01210	TAR10028	REG10091	.	DIS00031
unique01211	TAR10028	REG10104	.	DIS00031
unique01531	TAR10028	REG10112	.	DIS00031
unique01767	TAR10028	REG10129	.	DIS00031
unique01678	TAR10028	REG10491	.	DIS00031
unique01766	TAR10028	REG20003	.	DIS00031
unique01009	TAR10028	REG20142	.	DIS00031
unique01680	TAR10028	REG20147	.	DIS00031
unique01530	TAR10028	REG20149	.	DIS00031
unique01600	TAR10028	REG30044	.	DIS00031
unique01529	TAR10028	REG30050	.	DIS00031
unique01679	TAR10028	REG30059	.	DIS00031
unique01008	TAR10028	REG40005	.	DIS00031
unique01765	TAR10028	REG40006	.	DIS00031
unique00007	TAR10029	.	ferrodrug0083	DIS00031
unique00556	TAR10029	.	ferrodrug0344	DIS00031
unique00148	TAR10035	.	ferrodrug0327	DIS00031
unique00412	TAR10035	.	ferrodrug0417	DIS00031
unique00459	TAR10035	.	ferrodrug0417	DIS00031
unique01723	TAR10035	REG10400	.	DIS00031
unique01797	TAR10041	.	ferrodrug0132	DIS00031
unique01133	TAR10041	REG10009	.	DIS00031
unique01159	TAR10041	REG10031	.	DIS00031
unique01476	TAR10041	REG10154	.	DIS00031
unique01475	TAR10041	REG10279	.	DIS00031
unique01716	TAR10041	REG10280	.	DIS00031
unique01721	TAR10041	REG10409	.	DIS00031
unique01477	TAR10041	REG10477	.	DIS00031
unique01064	TAR10045	.	ferrodrug0241	DIS00031
unique01522	TAR10052	REG20026	.	DIS00031
unique00682	TAR10055	REG10415	.	DIS00031
unique00144	TAR10055	.	ferrodrug0038	DIS00031
unique00378	TAR10055	.	ferrodrug0309	DIS00031
unique01323	TAR10055	REG10024	.	DIS00031
unique00991	TAR10055	REG10059	.	DIS00031
unique01300	TAR10055	REG10112	.	DIS00031
unique01298	TAR10055	REG10229	.	DIS00031
unique01067	TAR10055	REG10300	.	DIS00031
unique01277	TAR10055	REG10348	.	DIS00031
unique00683	TAR10055	REG10415	.	DIS00031
unique01299	TAR10055	REG10471	.	DIS00031
unique01757	TAR10055	REG10471	.	DIS00031
unique01758	TAR10055	REG10472	.	DIS00031
unique01173	TAR10055	REG20145	.	DIS00031
unique01599	TAR10055	REG30044	.	DIS00031
unique01172	TAR10055	REG40017	.	DIS00031
unique01541	TAR10056	REG10203	.	DIS00031
unique00437	TAR10060	.	ferrodrug0263	DIS00031
unique01208	TAR10060	REG10289	.	DIS00031
unique01617	TAR10063	.	ferrodrug0038	DIS00031
unique01682	TAR10066	REG10461	.	DIS00031
unique01681	TAR10066	REG30064	.	DIS00031
unique003871	TAR99999	REG10521	ferrodrug0368	DIS00031
unique00387	TAR99999	REG10034	ferrodrug0368	DIS00031
unique00604	TAR99999	REG10030	ferrodrug0038	DIS00031
unique00973	TAR99999	REG10053	ferrodrug0335	DIS00031
unique00972	TAR99999	REG10053	ferrodrug0285	DIS00031
unique01001	TAR99999	REG10079	ferrodrug0116	DIS00031
unique00240	TAR99999	REG10226	ferrodrug0284	DIS00031
unique00938	TAR99999	REG10454	ferrodrug0285	DIS00031
unique00939	TAR99999	REG10480	ferrodrug0285	DIS00031
unique01002	TAR99999	REG10499	ferrodrug0116	DIS00031
unique01720	TAR99999	REG10510	ferrodrug0129	DIS00031
unique00937	TAR99999	REG30023	ferrodrug0285	DIS00031
unique01152	TAR10006	REG10359	.	DIS00032
unique00984	TAR10022	REG10502	.	DIS00032
unique00983	TAR10029	REG10502	.	DIS00032
unique00985	TAR10040	REG10502	.	DIS00032
unique00982	TAR10041	REG10502	.	DIS00032
unique01690	TAR10005	REG10010	.	DIS00033
unique00257	TAR10006	.	ferrodrug0011	DIS00033
unique00580	TAR10006	.	ferrodrug0068	DIS00033
unique01447	TAR10006	REG10364	.	DIS00033
unique01424	TAR10006	REG10503	.	DIS00033
unique00691	TAR10006	REG20066	.	DIS00033
unique01125	TAR10006	REG30025	.	DIS00033
unique00690	TAR10006	REG40027	.	DIS00033
unique01422	TAR10006	REG40032	.	DIS00033
unique01462	TAR10018	REG20009	.	DIS00033
unique00506	TAR10022	.	ferrodrug0081	DIS00033
unique00509	TAR10022	.	ferrodrug0138	DIS00033
unique00853	TAR10022	REG10378	.	DIS00033
unique00926	TAR10028	REG10258	.	DIS00033
unique00023	TAR10028	.	ferrodrug0226	DIS00033
unique00192	TAR10028	.	ferrodrug0210	DIS00033
unique00505	TAR10028	.	ferrodrug0081	DIS00033
unique00508	TAR10028	.	ferrodrug0138	DIS00033
unique00555	TAR10028	.	ferrodrug0010	DIS00033
unique00788	TAR10028	.	ferrodrug0226	DIS00033
unique00837	TAR10028	REG10054	.	DIS00033
unique01104	TAR10028	REG20038	.	DIS00033
unique01146	TAR10028	REG10103	.	DIS00033
unique01147	TAR10028	REG10032	.	DIS00033
unique01148	TAR10028	REG10194	.	DIS00033
unique01182	TAR10028	.	ferrodrug0039	DIS00033
unique01281	TAR10028	REG40002	.	DIS00033
unique01282	TAR10028	REG20053	.	DIS00033
unique00191	TAR10029	.	ferrodrug0210	DIS00033
unique00507	TAR10029	.	ferrodrug0081	DIS00033
unique00510	TAR10029	.	ferrodrug0138	DIS00033
unique00603	TAR10029	.	ferrodrug0434	DIS00033
unique01423	TAR10032	REG40032	.	DIS00033
unique01425	TAR10032	REG10503	.	DIS00033
unique00836	TAR10038	REG10054	.	DIS00033
unique00845	TAR10041	REG10276	.	DIS00033
unique00846	TAR10041	REG10276	.	DIS00033
unique00071	TAR10041	.	ferrodrug0285	DIS00033
unique00072	TAR10041	.	ferrodrug0038	DIS00033
unique00190	TAR10041	.	ferrodrug0210	DIS00033
unique00602	TAR10041	.	ferrodrug0434	DIS00033
unique00733	TAR10041	.	ferrodrug0275	DIS00033
unique01020	TAR10041	REG10001	.	DIS00033
unique01021	TAR10041	REG20074	.	DIS00033
unique01077	TAR10041	REG10170	.	DIS00033
unique01304	TAR10041	REG10262	.	DIS00033
unique00914	TAR10042	REG10008	.	DIS00033
unique00913	TAR10042	REG10305	.	DIS00033
unique00965	TAR10043	REG10026	.	DIS00033
unique01612	TAR10049	REG30003	.	DIS00033
unique01613	TAR10049	REG20121	.	DIS00033
unique00927	TAR10052	REG10258	.	DIS00033
unique01137	TAR10052	REG10341	.	DIS00033
unique01161	TAR10053	REG10365	.	DIS00033
unique01194	TAR10053	REG20032	.	DIS00033
unique00193	TAR10055	.	ferrodrug0210	DIS00033
unique00226	TAR10055	.	ferrodrug0148	DIS00033
unique00554	TAR10055	.	ferrodrug0010	DIS00033
unique00732	TAR10055	.	ferrodrug0275	DIS00033
unique00906	TAR10055	.	ferrodrug0300	DIS00033
unique01136	TAR10055	REG10341	.	DIS00033
unique01216	TAR10055	REG10164	.	DIS00033
unique01314	TAR10055	REG20005	.	DIS00033
unique01357	TAR10055	REG40022	.	DIS00033
unique01358	TAR10055	REG20073	.	DIS00033
unique01448	TAR10055	REG10364	.	DIS00033
unique01483	TAR10055	REG30063	.	DIS00033
unique01484	TAR10055	REG20082	.	DIS00033
unique00852	TAR10060	REG10378	.	DIS00033
unique01649	TAR10060	REG30048	.	DIS00033
unique01650	TAR10060	REG20085	.	DIS00033
unique00840	TAR10063	REG10356	.	DIS00033
unique01134	TAR10066	REG20058	.	DIS00033
unique01135	TAR10066	REG10437	.	DIS00033
unique00280	TAR99999	REG10202	ferrodrug0422	DIS00033
unique00281	TAR99999	REG10476	ferrodrug0422	DIS00033
unique00055	TAR99999	REG10478	ferrodrug0271	DIS00033
unique00241	TAR99999	REG10311	ferrodrug0383	DIS00033
unique01667	TAR99999	REG10058	ferrodrug0242	DIS00033
unique01770	TAR99999	REG10398	ferrodrug0216	DIS00033
unique00582	TAR99999	REG10442	ferrodrug0068	DIS00033
unique00905	TAR99999	REG10453	ferrodrug0300	DIS00033
unique00218	TAR99999	REG10467	ferrodrug0149	DIS00033
unique00581	TAR99999	REG10518	ferrodrug0068	DIS00033
unique00319	TAR99999	REG10520	ferrodrug0186	DIS00033
unique00904	TAR99999	REG20146	ferrodrug0300	DIS00033
unique00903	TAR99999	REG30066	ferrodrug0300	DIS00033
unique00918	TAR10053	REG10234	.	DIS00034
unique00104	TAR10028	.	ferrodrug0339	DIS00035
unique00499	TAR10028	.	ferrodrug0406	DIS00035
unique00500	TAR10028	.	ferrodrug0424	DIS00035
unique01187	TAR10041	REG20049	.	DIS00035
unique01188	TAR10041	REG10512	.	DIS00035
unique01051	TAR10056	REG10204	.	DIS00035
unique00955	TAR10062	REG10162	.	DIS00035
unique00956	TAR10061	REG10162	.	DIS00035
unique00753	TAR10063	.	ferrodrug0222	DIS00035
unique00752	TAR99999	REG10388	ferrodrug0222	DIS00035
unique00274	TAR10004	.	ferrodrug0307	DIS00038
unique00911	TAR10006	REG10343	.	DIS00038
unique00297	TAR10006	.	ferrodrug0385	DIS00038
unique01266	TAR10006	REG20061	.	DIS00038
unique01869	TAR10006	.	ferrodrug0390	DIS00038
unique00521	TAR10028	.	ferrodrug0386	DIS00038
unique00679	TAR10028	.	ferrodrug0043	DIS00038
unique00776	TAR10028	.	ferrodrug0288	DIS00038
unique01577	TAR10028	REG10002	.	DIS00038
unique01773	TAR10028	REG30056	.	DIS00038
unique01774	TAR10028	REG10389	.	DIS00038
unique00272	TAR10029	.	ferrodrug0398	DIS00038
unique00676	TAR10031	.	ferrodrug0043	DIS00038
unique01028	TAR10041	REG10100	.	DIS00038
unique01804	TAR10041	REG10180	.	DIS00038
unique01150	TAR10041	REG10201	.	DIS00038
unique00025	TAR10044	.	ferrodrug0076	DIS00038
unique00908	TAR10053	REG10216	.	DIS00038
unique00909	TAR10053	REG10450	.	DIS00038
unique00004	TAR10053	.	ferrodrug0287	DIS00038
unique00005	TAR10053	.	ferrodrug0084	DIS00038
unique00677	TAR10053	.	ferrodrug0043	DIS00038
unique01431	TAR10055	REG40026	.	DIS00038
unique00828	TAR10055	REG10101	.	DIS00038
unique00105	TAR10055	.	ferrodrug0076	DIS00038
unique00310	TAR10055	.	ferrodrug0076	DIS00038
unique01265	TAR10055	REG20061	.	DIS00038
unique01432	TAR10055	REG10302	.	DIS00038
unique01438	TAR10055	REG10306	.	DIS00038
unique01439	TAR10055	REG10508	.	DIS00038
unique01578	TAR10060	REG10002	.	DIS00038
unique00024	TAR10060	.	ferrodrug0076	DIS00038
unique00912	TAR10060	REG10343	.	DIS00038
unique01302	TAR10066	REG40011	.	DIS00038
unique01303	TAR10066	REG20076	.	DIS00038
unique01495	TAR10066	REG10138	.	DIS00038
unique01496	TAR10066	REG10471	.	DIS00038
unique00133	TAR99999	REG10038	ferrodrug0318	DIS00038
unique00131	TAR99999	REG10121	ferrodrug0318	DIS00038
unique01835	TAR99999	REG10198	ferrodrug0286	DIS00038
unique00132	TAR99999	REG10219	ferrodrug0318	DIS00038
unique01088	TAR99999	REG10235	ferrodrug0285	DIS00038
unique00130	TAR99999	REG10242	ferrodrug0318	DIS00038
unique00678	TAR99999	REG10298	ferrodrug0043	DIS00038
unique01285	TAR99999	REG30001	ferrodrug0049	DIS00038
unique00156	TAR10055	.	ferrodrug0076	DIS00039
unique01030	TAR10006	REG20040	.	DIS00040
unique01696	TAR10028	REG10040	.	DIS00040
